halfhour,66,7,9,1,57A,86,93,57,65,111,88,87,47,77,39,80,11,64,116,117,89,85,101,62,109,70,32,22,23,28,104,31,21,34,15,94,108,50,16,45,110,36,38,40,51
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,0.105615398,0,0,0,0,0,0,0,0,0,12.20579859,0,0,0,0,0,0,0,0,0,1.154778052,0,0.002037483,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,14.86402898,0,0,0,0,0,0,0,0,0,5.773408333,0.003242318,0,0.081626063,0,6.854677538,0,4.719977915,0.625131619,1.426255864,0.235839472,1.427040295,4.123679938,0,0.052799589,0,0,0.07984904,0,1.955186626,0.04271238,0.007463958,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,17.15425243,0,0,0,0,0.007123148,0,0,0,4.238157545,0.499089609,0,0,0,0,1.495809705,1.430893553,0.907141495,0.052431996,0.723277744,0.095255041,3.815729595,0.69758882,0.070862654,0.02881238,0,0,0.012780453,0,0.104942558,0,0.755576475,0.017702606,0,0.02719928,0
6,4.903944067,0,0,0,0,0,0.116412551,0.082348079,0.167231447,26.55519787,0,0,0.341502366,0.010247428,1.413818861,0,0,0,3.363681756,5.774641324,0,0,0.035451543,0,8.292354218,0.193060597,5.036847154,3.076943416,13.59505278,7.409668519,3.182734259,2.961879287,4.009495713,5.711298251,3.120031824,0,1.523115055,1.208783162,2.156802401,1.450316392,2.412142044,0.111965295,0.389729561,2.741173354,0
6.5,3.380841255,0.058653395,1.621810597,0.263234328,0.640996365,0.658925514,2.095079458,1.792666975,1.302725343,40.46645535,0,0,0.706017113,0.273439506,6.075905281,0.024990741,0.560646742,0,7.796282888,8.909191152,0,0,0.471262997,0.435322668,2.832973868,1.121568279,18.70955566,7.577141358,29.76790233,21.56856893,2.905971091,6.17261142,13.09825929,14.94761646,9.395953944,0,0.105863478,3.050369273,8.956833573,3.926808265,10.41157637,6.541257956,2.401389883,0.844849897,0
7,11.1340644,1.103617696,8.613246605,1.085841975,2.66026334,2.46054369,5.713243313,10.32989012,4.137289678,43.82628656,4.304403944,1.877491495,2.190870713,12.25550463,7.768147599,4.360761454,1.687577675,0.524747016,17.30246221,10.89061403,2.719346125,0.051194444,2.378063546,2.531083093,11.43619698,3.426255899,21.05882551,12.09000147,19.52908179,11.36836516,4.361757099,7.166750274,10.05568086,7.27183275,4.738570816,0.867982853,3.998658505,2.426394136,9.165460905,3.744787346,7.258545919,3.162958402,1.608458779,2.921261728,0.052493519
7.5,15.5342643,15.72349033,32.79800065,5.982047599,6.718910734,9.41855607,7.957177229,13.99798409,18.9635166,30.84118827,6.265950137,5.181905041,5.568468484,12.86124235,11.38931022,4.760119342,6.135108402,4.927471536,12.7488929,9.180002229,7.037189266,0.148701989,6.548229973,5.054480487,5.519439095,6.442037277,18.94530857,6.780234465,6.627101063,6.895666049,1.624310151,5.125838546,5.045439163,5.474475617,3.831306139,1.609759602,6.430192181,3.420728978,2.361058093,1.139553292,6.18164321,2.197460905,0,1.484170679,2.257631619
8,26.02631159,34.25269894,52.62589558,13.18898385,10.44301111,17.46874036,14.9212166,22.96973392,26.282962,24.31970929,11.09920535,8.914707819,9.983750652,9.230858985,8.205193793,14.4207714,14.58749935,13.42790785,4.417574451,9.836062449,2.636325994,1.780967353,8.778129321,9.688910665,2.472402778,5.915826783,8.972624074,4.496243656,2.982050069,2.125204904,5.621848971,3.642404527,1.340270336,3.712727469,3.14372596,4.250007888,1.750695679,2.392134774,2.043222394,0.385278429,2.622197016,1.390554561,0,0.620856824,0.964784808
8.5,35.10715377,26.78520147,24.86459647,21.99647088,18.297018,17.86765418,11.52082188,11.12784568,9.882376818,9.563462037,9.117572325,9.079992387,8.476205899,7.851140192,7.75458906,6.561513855,6.46582404,6.413833916,6.336408711,5.213445233,3.56795823,3.281986488,2.813047359,2.556357133,2.378649451,2.34485511,2.287113958,2.058713478,1.212882442,1.153583128,0.88173594,0.871752984,0.800710494,0.790711008,0.622835768,0.565023937,0.486829698,0.437571159,0.413658676,0.305891324,0.225636351,0.209311866,0,0,0
9,10.41204335,1.595231447,2.188761866,7.815136111,4.715391838,4.054869582,2.015491255,10.52389208,5.409801269,8.313369033,1.763200789,1.123742078,2.504057544,4.923507476,4.729821674,1.2418357,0.102124589,2.86892332,3.071962346,3.639613889,0.176563614,0.735014781,1.295366255,0.032256276,0.431308813,1.911694067,1.050130933,0.883509156,0.701732236,0.227966804,0.154912003,0.093385768,0.043886763,0.310015364,0.505291187,0.066651612,1.731820268,0.112210494,0.002794444,0,0.054471742,0.220683128,0,0.066655041,0
9.5,3.379051578,0,0.008475411,1.480868656,0.182650377,0.375194376,0.223900034,8.261747977,1.15396845,9.752689883,0.098388237,0.140425411,0.797724246,1.780816667,1.996703429,0.004652058,0,0.361354938,2.058872668,0.991886351,0.038182682,0.033226475,0.249409911,0,0.532676098,0.293739232,1.237843313,0.46991701,2.031493553,0.284590123,0.576701612,0.231465329,0.056776098,0.062465604,0.050223114,0.010084602,0.114187003,0,0,0,0.145834739,0.061423319,0,0,0
10,1.089690912,0,0,0.587649074,0,0.009783402,0,5.6563262,0.062217661,8.695025446,0,0,0.011496022,0.211997771,0.799139883,0,0.007814952,0,0.637264472,1.253261386,0,0,0.008250206,0,0.539720645,0.05646406,0.624558196,0.291450754,1.594774863,0.875674246,0.696796982,0.100670645,0,0.030151338,0.349134019,0.003341564,0.194685425,0.004569616,0.066241152,0,0.00297404,0,0,0,0
10.5,0.638623079,0.166283436,0,0.197176749,0,0.004058025,0,8.085442044,0,3.780504081,0,0,0,0.179819719,0.457714678,0,0,0,0.528431893,0.976294993,0,0,0,0,0.627029527,0.027153704,0.575137037,0.282238614,0.96970703,0.477095988,0.457309568,0.047398114,0,0.027351955,0.227513478,0,0.008240775,0,0.027811317,0,0,0,0,0,0
11,0.658606139,0,0,0.663472599,0,0,0,1.243888066,0,2.160932544,0,0,0,0.076026097,0.110655933,0,0,0,0.395724691,0.049285219,0,0,0,0,0.612353978,1.492490844,0.578035734,0.045029253,1.33008618,0.182328464,0.027935048,0,0,0,0.397912586,0,0.034828772,0,0,0,0.106098011,0,0,0,0
11.5,0.487830418,0,0,0.212767387,0,0.039553258,0,0.578260528,0,2.091590981,0.20027356,0,0,0.140466255,0.292417661,0,0,0,0.418438375,0.217865706,0,0,0,0,0.150195336,0.2731762,0.523046948,0.012498868,2.003823011,0.817048011,0.291209259,0,0,0.044601578,0.179300617,0,0.330390946,0,0,0,0,0.046168107,0,0.010163272,0
12,0.918952606,0,0,1.297490981,0,0.006661866,0,3.191286557,0,2.486752435,0,0,0.067631687,0.167791564,0,0,0,0,0.100439884,0.301366049,0,0,0,0,0.191768896,0,0.600042867,0.525356276,1.897261488,1.406060494,0.148918827,0,0,0.005221776,0.040180384,0,0.017978635,0,0.142791152,0,0,0.090974966,0,0,0
12.5,0.717803978,0,0,1.491925926,0,0,0,0.284648903,0,4.641621845,0,0,0.081540021,0.136018038,0.071407236,0,0,0,1.119142318,0.315919616,0,0,0,0,0.040168587,0,1.980774143,0.3741869,2.669058539,1.740351303,0.117400069,0.272218861,0.192939198,0.133081722,0.168068793,0,0.04659832,0,0.567403224,0,0,0.046290398,0,0,0
13,1.215097359,0.017164232,0.056216049,0.889514369,0,0.011328086,2.140903018,0.360807099,0,4.237719307,0,0,0.117700995,0.266395508,0.046730178,0,0,0,0.906826097,0.20453275,0,0,0,0,0.216793621,0.623980384,2.062316975,0.350389986,1.819316461,1.749741049,0.380935014,0.049577744,0.245956378,0.008120611,0.702956653,0,0,0.049652846,0.184413786,0,0,0.094844307,0,0,0
13.5,1.748727675,0,0.065165432,0.96194856,0,0.167034431,0.703653189,0.606649177,0,6.320631447,0.024863374,0,0.065390604,0.25011725,0.210976063,0,0,0,0.367058711,0.668711214,0,0,0,0,0.531062174,0.984968347,2.027130076,1.284027161,8.186574486,5.794819204,0.771215638,0.117484431,0.35158714,0.749890226,0.62061725,0,0,0,0,0,0,0.166626475,5.835756001,0.029511386,0
14,4.862384294,0.162141461,0.10034441,1.289934774,0,0,1.677175686,0.634517764,0,8.168353601,0,0,0,0.133131619,0.580554081,0,0,0,1.806573285,0.459149691,0,0,0.561354149,0,1.238832304,0.096455556,2.637234465,1.229105144,8.683488237,7.021964952,0.713309808,0.226930144,1.17444537,0.443370953,2.084852572,0,0.153706824,0,0.224301818,0.117816118,0.029944444,2.666240021,2.0909381,0,0
14.5,6.086390809,0,0.764761454,1.94593858,0,0,0.929786831,1.617492353,0,18.88090333,0.16658275,0,0,2.378680384,3.27940511,0,0,0,1.843303669,1.696852058,0,0,1.633428532,0,5.473081516,0.012429355,29.27901224,4.375600617,8.608444273,7.459957853,0.409515123,0.570987586,0.813448903,0.200566187,2.877237757,0,0,0,1.959280144,0.362651818,4.253800994,0.654390946,0,0.161559911,8.318520405
15,10.73051965,0,0.263337071,2.512048525,0,0,1.539157819,7.805031481,0,28.45801485,0.130308299,0,0,0.213820748,2.074637037,0,0,0,1.917498011,3.630879321,0.108901063,0,0.185501166,0,1.873547291,1.184810768,4.690399451,4.719966152,12.71215271,13.127331,0.583339918,0.630354047,1.051407064,0.420691289,4.596435117,0,0.448033745,0,7.428174246,0.419761831,0.186633985,0.128307304,0,1.802428704,9.26831749
15.5,8.13817085,0,0.954641461,4.965211111,0,0.290393484,1.478441769,7.611748903,0.337312929,14.86639969,0.131411214,0,3.098375,0.704022943,8.795832853,0,0,0,1.810925446,3.668086386,1.272860837,0,0.358319582,0,2.60151214,1.043637963,3.425074383,9.24243786,11.897,13.45755477,5.538287483,1.274729081,1.716616049,0.724155281,3.592236728,0,0.194298114,0.043744033,6.391692113,0.260278772,0.420283093,1.871177126,0,0.728026886,0.023295336
16,8.548744616,0.514344616,1.165881516,7.041328875,0.671769788,0.937818793,2.087763718,7.93443906,5.202810151,19.29006296,0,0.090851921,7.23944513,0.661964712,7.011833162,0,0,0,2.378687757,4.714523423,0.038148663,0,1.96389321,0,4.757086728,0.698950995,4.246287449,5.382972394,12.86556331,12.42121451,3.818839232,4.199101715,2.883483333,2.736730487,3.497827161,0.011334568,0.11574832,0.061312277,7.358045508,0.533852572,1.009078532,0.810059602,0,1.64554249,0.150804835
16.5,10.55814516,2.871185185,2.856931379,12.10501317,2.948603738,3.82156917,5.103770268,5.290978944,8.589111934,22.47014873,0.084570473,0.202511043,13.67916506,1.373008848,12.82553158,0.032052503,0.070452435,0.186010014,3.354798903,5.861542113,0.996596639,0,1.928088169,0.691558505,2.517036283,2.520497565,4.916595919,5.506891975,9.364196536,7.254487003,2.994433745,6.308969239,2.991909191,2.782965741,6.523634739,0.163379938,0.868954218,0,2.073197943,0.763412483,0.885278258,0.816618347,0,0.297809568,0
17,20.036069,15.96245662,9.568450514,18.6451073,6.966804664,12.93280953,10.03614153,11.21348443,16.78486488,24.1394144,1.41836797,1.139917867,20.22638584,2.986712791,10.47179606,1.38205607,0.20156917,4.225855521,4.146571262,3.79169273,2.934742044,0.353831722,4.568292044,2.699737311,2.56608083,6.579219753,5.303027435,4.176210837,10.1829821,7.969561523,1.935960939,4.016564883,3.342160768,2.569648628,3.921006139,0.386071776,1.066220439,0.486060082,2.296754287,0.946229938,0.925258745,1.24040024,0,1.027091838,0.137477812
17.5,23.70876708,12.97591516,17.33516677,25.46289935,10.69597233,14.12776499,7.999299348,17.11203642,16.22770542,18.59968244,6.352078189,5.803526578,12.10119842,5.764127469,10.05932754,1.251203189,1.741645233,6.291652846,2.339307785,3.003154836,6.355132339,0.700183093,3.114945508,4.822434259,4.58711869,5.634028704,5.608929595,3.471209705,6.742820645,6.779628258,2.080925,4.621801578,2.680117696,4.10389441,1.446992936,1.190856927,2.916862894,0.438187209,1.785578292,0.972665912,1.856332888,1.680600857,0,1.2274881,0.925619788
18,13.04682596,7.848620816,8.106706104,14.56722016,6.997970851,5.348738238,1.678249006,7.551598628,11.37485844,18.46045737,7.936493964,5.427809396,8.152654527,7.573532682,3.799915775,1.674341941,0.372734465,3.96620583,0.639316873,1.292170096,4.719365364,0.037610391,4.628442147,9.14651845,8.085905658,4.65017476,2.658061248,1.561891941,2.964084499,3.760698011,1.958032853,1.957197908,0.818323011,3.267000343,1.404525686,1.070650549,2.030268347,0.376182064,0.8916857,0.80208642,0.817094444,0.840983711,0,0.90574345,0.057251303
18.5,7.303131893,5.829714266,7.956321639,9.05299465,3.372921091,4.102096159,0.511254698,5.088436866,2.219154218,13.33698062,1.306490947,3.386788614,3.583674486,8.847199108,2.578173766,0.687439609,0.136978086,1.09664441,1.164713272,1.337540535,1.92888618,0.012195645,1.531099383,2.074059328,2.699053155,2.06951797,1.969697291,0.933057442,1.824673251,1.260421228,1.123303498,1.068764403,0.492680933,1.788537346,0.538183608,0.258217798,0.858221262,0.308183711,0.623181241,0.185599691,0.179597291,0.559373148,0,0.120973148,0.006116769
19,3.910520542,3.511074794,2.72826358,4.198557304,0,0.389064369,0.06528275,3.653420748,0.145149348,9.524354115,0.147386077,0.432056207,0.650483436,3.205733402,0.685068073,0,0.006687037,0.029154835,0.572221845,0.538408608,0.19995,0.018667558,0.21919201,0.664467113,3.101490364,2.241764438,2.033343278,0.530126234,1.220949143,0.64113906,0.299816769,0.868178875,0.108221982,0.773582064,0.43055679,0.024446159,0.224167661,0,0.165622668,0.051563923,0.032160288,0.428380007,0,0.702835082,0
19.5,1.59919832,0.587670713,1.695759431,2.358934396,0,0.469146674,0.09797452,3.905733539,0.01494273,8.079600034,0.003107544,0,0.266528807,2.516053052,1.325078944,0,0,0,0.209279321,0.315679253,0.015240398,0,0.116129664,0.051131756,1.205198628,0.834337929,1.909611557,1.376684842,0.757998182,0.951032202,1.229396605,0.59993083,0.002867696,0.91059297,0.324484088,0.001720851,0.198459191,0,0.265631447,0.102694822,0,0.080271948,0,0.030428395,0
20,0.6877381,0.00275,0.215126063,1.733159499,0,0.205816667,0,2.951544513,0,7.826313614,0,0,0.26067476,0.583334054,0.409960665,0,0,0,0.04348251,0.56066797,0,0,0.464561728,0,1.558360185,0.203716907,0.722995782,0.274020576,0.181499383,0.822028292,0.412552161,0.182916598,0.012066667,0.400068656,0.090256413,0.006201852,0.174247256,0,0.043954389,0,0.055855281,0.032359396,0,0,0
20.5,0.553896982,0.010104115,0.06145048,1.145939266,0,0.122856962,0,5.470113889,0,6.074420953,0,0,0,0.268833882,0.298687894,0,0,0,0.300260974,0.189882922,0,0,0.043743073,0,1.314441633,0.626510494,0.702609877,0.378742318,0.632203292,0.865514986,0,0.022653429,0.009880933,0.262955727,0.516381481,0.003445473,0,0,0.113520268,0,0,0.102836077,0,0,0
21,0.529460665,0,0,2.984691769,0,0.012640123,0,5.242976234,0,4.386465432,0,0,0,0.856823937,0.224220953,0,0,0,0.239303498,0.147115364,0,0,0,0,2.228655624,0.022725069,0.520808608,0.223381996,0.599458505,0.209678567,1.305308711,0,0,0.08495048,0.007030213,0,0.009883916,0,0,0,0.109301715,0.15759976,0,0,0
21.5,0.944077161,0,0,1.617016529,0,0.365033059,0,6.773568587,0,7.16483227,0,0,0,0.326603875,0.472714163,0,0,0,0.359874246,0.199076955,0,0,0.013248766,0,1.799808162,0.379973663,0.600055899,0,0.248103361,0.158622634,0.278944136,0,0,1.435886968,0.044178361,0,0,0,0,0.009909945,0,0.297284054,0,0,0
22,0.657405658,0,0,2.048198217,0,0.058723663,0,2.226307853,0,6.402582544,0,0,0,0.106963958,0.467062449,0,0,0,0.161889232,0.355939506,0,0,0,0,3.076101269,0.103137346,0.583661763,0.117601715,0.072267593,0.062646708,0.864673766,0,0,0.087882544,0.125686317,0.003891358,0.276663169,0,0,0,0.013025309,0,0,0,0
22.5,0.610495473,0,0,2.256032956,0,0,0,3.368952126,0,9.219467867,0,0,0,0,0.603840912,0,0,0,0.662746982,0.298986694,0,0,0,0,3.518925892,0,0.296086626,0.224863512,0.028316975,0,0.113161591,0,0,0.040527263,0.060885048,0,0,0,0,0,0,0.046854012,0,0,0
23,0.145707682,0,0,0.255902229,0,0,0,0.208331584,0,6.475343347,0,0,0,0,0.072065158,0,0,0,0.369659499,0.251534328,0,0,0.048871502,0,4.244905213,0,0.646007853,0,0.070779801,0,2.265412071,0,0,0,0.013894959,0,0,0,0,0,0,0,0,0,0
23.5,0.004745268,0,0,0,0,0,0,0.517163409,0,6.827077058,0,0,0,0,0,0,0,0,0.400701372,0.065605693,0,0,0.002650617,0,2.603204389,0,0.321063203,0,0.0187631,0.007256481,0.289174246,0,0,0.010141049,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0.013028018,0,0,0,0.002975823,0,2.514678326,0,0,0,0,0,0,0,0,0.594717798,0.089185391,0,0,0,0,0,0,0.004897119,0,0,0,3.264584842,0.017297462,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,0,0,0,0,0,0,0,0,0,2.189695439,0,0,0,0,0,0,0,0,0,0.059720645,0,0,0,0,0,0,0.006838478,0,0,0,0.198911043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002394513,0,0,0,0,0,0.011804115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012791461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
